shirt_name,business_name,business_type,town,state,price_usd,price_max_usd,sold_on_shirtmap,listing_url,updated
Narragansett Rhode Island Hi Neighbor Tee,Narragansett Beer,Brewery / Bar,Providence,RI,24.99,,false,https://shirtmap.com/shirts/narragansett-rhode-island-hi-neighbor-tee,2026-08-17
Rhode Island Coffee Milk T-Shirt,Dave's Coffee,Coffee Shop,Providence,RI,30.00,32.00,false,https://shirtmap.com/shirts/rhode-island-coffee-milk-t-shirt,2026-08-17
Marquee Tee (Green),Rhode Island Surf Co.,Retail,Westerly,RI,37.95,,false,https://shirtmap.com/shirts/marquee-tee-green,2026-08-03
Charleston Coffee Roasters T-Shirt,Charleston Coffee Roasters,Coffee Shop,Charleston,SC,20.00,,false,https://shirtmap.com/shirts/charleston-coffee-roasters-t-shirt,2026-07-27
Books Are The Answer Shirt,M. Judson Booksellers,Bookshop,Greenville,SC,29.95,,false,https://shirtmap.com/shirts/books-are-the-answer-shirt,2026-08-19
Classic Logo Tee,Methodical Coffee,Coffee Shop,Greenville,SC,33.00,,false,https://shirtmap.com/shirts/classic-logo-tee,2026-07-27
Coffee Truck Tee,Coffea Roasterie,Coffee Shop,Sioux Falls,SD,33.00,,false,https://shirtmap.com/shirts/coffee-truck-tee,2026-07-27
Dakota Angler Underwood Logo T-Shirt,Dakota Angler & Outfitter,Retail,Sioux Falls,SD,29.95,,false,https://shirtmap.com/shirts/dakota-angler-underwood-logo-t-shirt,2026-08-03
Red Pocket Tee,Hattie B's Hot Chicken,Restaurant / Food & Drink,Nashville,Tennessee,30.00,,false,https://shirtmap.com/shirts/hattie-b-s-nashville-tee,2026-08-16
Tricolor Logo T-Shirt (Navy),Chattanooga FC,Sports,Chattanooga,TN,24.99,29.99,false,https://shirtmap.com/shirts/tricolor-logo-t-shirt-navy,2026-07-31
Men's Long Sleeve Shirt,Blue Bank Resort,Retail,Hornbeak,TN,29.99,,false,https://shirtmap.com/shirts/men-s-long-sleeve-shirt,2026-08-03
Green Script Logo Tee,Yee-Haw Brewing Company,Brewery / Bar,Johnson City,TN,24.99,,false,https://shirtmap.com/shirts/green-script-logo-tee,2026-08-17
White Bijou T-Shirt,Bijou Theatre,Event / Festival,Knoxville,TN,25.00,,false,https://shirtmap.com/shirts/white-bijou-t-shirt,2026-08-03
Goner T-Shirt - Classic,Goner Records,Retail,Memphis,TN,19.99,29.99,false,https://shirtmap.com/shirts/goner-t-shirt-classic,2026-07-31
Black Logo Tee,Parnassus Books,Bookshop,Nashville,TN,24.00,,false,https://shirtmap.com/shirts/black-logo-tee,2026-08-19
Cafe Illustration Tee,Loveless Cafe,Restaurant / Food & Drink,Nashville,TN,24.00,,false,https://shirtmap.com/shirts/cafe-illustration-tee,2026-08-03
Grimey's Beaver Shirt,Grimey's New & Preloved Music,Retail,Nashville,TN,21.99,,false,https://shirtmap.com/shirts/grimey-s-beaver-shirt,2026-08-13
Jackalope Logo Tee,Jackalope Brewing Company,Brewery / Bar,Nashville,TN,25.00,,false,https://shirtmap.com/shirts/jackalope-logo-tee,2026-08-17
Roping T-shirt,Big Bend Saddlery,Trades,Alpine,TX,29.95,,false,https://shirtmap.com/shirts/roping-t-shirt,2026-07-27
Keep Austin Weird Tie Dye T-Shirt,BookPeople,Bookshop,Austin,TX,26.95,,false,https://shirtmap.com/shirts/keep-austin-weird-tie-dye-t-shirt,2026-08-19
Rainbow Paradise Tee,Meanwhile Brewing Co.,Brewery / Bar,Austin,TX,32.00,,false,https://shirtmap.com/shirts/rainbow-paradise-tee,2026-08-17
Texas Jack Logo T-Shirt,Texas Jack's Wild West Outfitters,Retail,Fredericksburg,TX,20.95,,false,https://shirtmap.com/shirts/texas-jack-logo-t-shirt,2026-07-27
Blue Willow Bookshop T-Shirt,Blue Willow Bookshop,Bookshop,Houston,TX,25.00,,false,https://shirtmap.com/shirts/blue-willow-bookshop-t-shirt,2026-08-19
KBC Long Horn Houston Olive Shirt,Karbach Brewing Co.,Brewery / Bar,Houston,TX,30.00,,false,https://shirtmap.com/shirts/kbc-long-horn-houston-olive-shirt,2026-08-17
Classic Kreuz Tee,Kreuz Market,Restaurant / Food & Drink,Lockhart,TX,25.00,,false,https://shirtmap.com/shirts/classic-kreuz-tee,2026-07-27
Ballroom Throwback T-shirt,Ballroom Marfa,Nonprofit,Marfa,TX,30.00,,false,https://shirtmap.com/shirts/ballroom-throwback-t-shirt,2026-07-27
La Barba Logo T-Shirt,La Barba Coffee,Coffee Shop,Draper,UT,30.00,,false,https://shirtmap.com/shirts/la-barba-logo-t-shirt,2026-07-27
Fisher Classic Text Tee,Fisher Brewing Company,Brewery / Bar,Salt Lake City,UT,20.00,,false,https://shirtmap.com/shirts/fisher-classic-text-tee,2026-08-17
Milosport Ruff Washed Skull T Shirt,Milosport,Retail,Salt Lake City,UT,31.99,,false,https://shirtmap.com/shirts/milosport-ruff-washed-skull-t-shirt,2026-08-03
Hometown T's,Uinta Brewing,Brewery / Bar,Salt Lake City,Utah,22.00,,false,https://shirtmap.com/shirts/hometown-t-s,2026-06-19
OMP Percy the Dragon T-Shirt - BLUE,One More Page Books,Bookshop,Arlington,VA,28.99,,false,https://shirtmap.com/shirts/omp-percy-the-dragon-t-shirt-blue,2026-08-03
White Navy Logo Tee,Three Notch'd Brewing Company,Brewery / Bar,Charlottesville,VA,25.00,,false,https://shirtmap.com/shirts/white-navy-logo-tee,2026-08-17
Adroit Theory Metal Logo T-Shirt,Adroit Theory Brewing,Brewery / Bar,Purcellville,VA,29.25,31.75,false,https://shirtmap.com/shirts/adroit-theory-metal-logo-t-shirt,2026-08-19
Better in Richmond Ringer Tee,Studio Two Three,Artist / Creator,Richmond,VA,25.00,,false,https://shirtmap.com/shirts/better-in-richmond-ringer-tee,2026-07-27
Scatter Seal T-Shirt,Vasen Brewing Company,Brewery / Bar,Richmond,VA,25.00,28.00,false,https://shirtmap.com/shirts/scatter-seal-t-shirt,2026-08-18
World of Mirth 30th Anniversary Tee,World of Mirth,Retail,Richmond,VA,22.00,,false,https://shirtmap.com/shirts/world-of-mirth-30th-anniversary-tee,2026-07-27
Classic T-shirt,Rappahannock Oyster Co.,Restaurant / Food & Drink,Topping,VA,25.00,,false,https://shirtmap.com/shirts/classic-t-shirt,2026-07-27
Dusk Patrol S/S T-Shirt,Wave Riding Vehicles,Retail,Virginia Beach,VA,24.95,,false,https://shirtmap.com/shirts/dusk-patrol-s-s-t-shirt,2026-08-03
Pete Smith's Surf Shop Tee,Coastal Edge Surf Shop,Retail,Virginia Beach,VA,24.99,26.99,false,https://shirtmap.com/shirts/pete-smith-s-surf-shop-tee,2026-08-05
Round Logo Tee,Alewerks Brewing Company,Brewery / Bar,Williamsburg,VA,19.95,,false,https://shirtmap.com/shirts/round-logo-tee,2026-08-17
tillerman tee - adults,The Tillerman Inn & Restaurant,Restaurant / Food & Drink,Bristol,Vermont,35.00,,false,https://shirtmap.com/shirts/tillerman-tee-adults,2026-07-01
Grass is Always Greener,Common Deer,Retail,Burlington,Vermont,35.00,,false,https://shirtmap.com/shirts/vermont-cows-t-shirt,2026-07-01
Inline Long Sleeve T-Shirt,Magic Mountain Ski Area,Sports,Londonderry,Vermont,30.00,,false,https://shirtmap.com/shirts/inline-long-sleeve-t-shirt,2026-07-01
Classic Stowe Swish Tee Shirt,Stowe Mercantile,Retail,Stowe,Vermont,24.00,,false,https://shirtmap.com/shirts/green-stowe-vermont-t-shirt,2026-07-01
CHCM Ol' Blue Adult T-Shirt,Cold Hollow Cider Mill,Restaurant / Food & Drink,Waterbury Center,Vermont,22.95,,false,https://shirtmap.com/shirts/chcm-ol-blue-adult-t-shirt,2026-07-01
Port&Co Vermont T-Shirt,Weston Village Store,Retail,Weston,Vermont,19.99,24.99,false,https://shirtmap.com/shirts/port-co-vermont-t-shirt,2026-08-24
Beenanza Small Farms Big Flavor Peppers T-Shirt,Butterfly Bakery of Vermont,Restaurant / Food & Drink,Barre,VT,27.00,,false,https://shirtmap.com/shirts/beenanza-small-farms-big-flavor-peppers-t-shirt,2026-08-13
Unisex T-shirt,Rockingham Roasters,Coffee Shop,Bellows Falls,VT,20.00,,false,https://shirtmap.com/shirts/unisex-t-shirt,2026-06-17
Long Trail Baseball Shirt,Long Trail Brewing Co.,Brewery / Bar,Bridgewater Corners,VT,34.00,,false,https://shirtmap.com/shirts/long-trail-baseball-shirt,2026-08-17
Foam Brewers Classic Logo T-Shirt,Foam Brewers,Brewery / Bar,Burlington,VT,25.00,,false,https://shirtmap.com/shirts/foam-brewers-classic-logo-t-shirt,2026-06-17
BK NRD Tee,Vermont Book Shop,Bookshop,Middlebury,VT,24.00,,false,https://shirtmap.com/shirts/bk-nrd-tee,2026-08-03
Lawson's Finest VT Tee,Lawson's Finest Liquids,Brewery / Bar,Waitsfield,VT,20.00,,false,https://shirtmap.com/shirts/lawson-s-finest-vt-tee,2026-08-17
Crank Tee,Fanatik Bike Co.,Retail,Bellingham,WA,27.00,,false,https://shirtmap.com/shirts/crank-tee,2026-07-27
Mind Over Mountains Tee,Mt. Baker Ski Area,Tourism / Local Attraction,Bellingham,WA,29.99,,false,https://shirtmap.com/shirts/mind-over-mountains-tee,2026-07-30
Varietal Supremo Espresso T-Shirt,Camano Island Coffee Roasters,Coffee Shop,Camano Island,WA,24.95,,false,https://shirtmap.com/shirts/varietal-supremo-espresso-t-shirt,2026-07-27
Ballard Black Logo Tee,Stoup Brewing,Brewery / Bar,Seattle,WA,20.00,,false,https://shirtmap.com/shirts/ballard-black-logo-tee,2026-08-17
Elliott Bay Classic Logo T-Shirt,Elliott Bay Book Company,Bookshop,Seattle,WA,19.95,,false,https://shirtmap.com/shirts/elliott-bay-classic-logo-t-shirt,2026-08-19
Motion: OG Motion Logo T-Shirt,Motion Boardshop,Retail,Seattle,WA,18.00,,false,https://shirtmap.com/shirts/motion-og-motion-logo-t-shirt,2026-08-03
Slave to the Needle Shop Shirt,Slave to the Needle,Salon / Barber,Seattle,WA,40.00,45.00,false,https://shirtmap.com/shirts/slave-to-the-needle-shop-shirt,2026-08-04
NCI 40th Anniversary T-Shirt,North Cascades Institute,Nonprofit,Sedro-Woolley,WA,24.95,,false,https://shirtmap.com/shirts/nci-40th-anniversary-t-shirt,2026-07-27
No-Li Classic Black Hex Tee,No-Li Brewhouse,Brewery / Bar,Spokane,WA,25.00,,false,https://shirtmap.com/shirts/no-li-classic-black-hex-tee,2026-08-17
Good Beer T-Shirt (Unisex),Lucky Envelope Brewing,Brewery / Bar,Seattle,Washington,20.00,,false,https://shirtmap.com/shirts/good-beer-t-shirt-unisex,2026-06-19
2 Stages 1 Sky Blue TShirt,Northern Sky Theater,Event / Festival,Fish Creek,WI,25.00,,false,https://shirtmap.com/shirts/2-stages-1-sky-blue-tshirt,2026-08-03
Cornflower Blue Room Shirt,Room of One's Own,Retail,Madison,WI,26.00,,false,https://shirtmap.com/shirts/cornflower-blue-room-shirt,2026-08-03
Strictly Discs - Nice Price Shirt,Strictly Discs,Retail,Madison,WI,34.99,,false,https://shirtmap.com/shirts/strictly-discs-nice-price-shirt,2026-07-27
Boswell Storefront Tee Shirt,Boswell Book Company,Bookshop,Milwaukee,WI,24.95,,false,https://shirtmap.com/shirts/boswell-storefront-tee-shirt,2026-08-03
Lakefront Concert Tee,Lakefront Brewery,Brewery / Bar,Milwaukee,WI,20.00,,false,https://shirtmap.com/shirts/lakefront-logo-tee,2026-08-17
Ruby Run Club Tee,Ruby Coffee Roasters,Coffee Shop,Stevens Point,WI,25.00,,false,https://shirtmap.com/shirts/ruby-run-club-tee,2026-07-27
Howie's Tackle Logo T-Shirt - Macciato,Howie's Tackle,Retail,Sturgeon Bay,WI,23.99,,false,https://shirtmap.com/shirts/howie-s-tackle-logo-t-shirt-macciato,2026-08-03
Spotted Cow T-Shirt,New Glarus Brewing Company,Brewery / Bar,New Glarus,Wisconsin,18.50,,false,https://shirtmap.com/shirts/bubbler-t-shirt,2026-06-19
WV Barrel Pocket T-Shirt,Smooth Ambler Spirits,Brewery / Bar,Maxwelton,WV,25.00,28.00,false,https://shirtmap.com/shirts/wv-barrel-pocket-t-shirt,2026-08-07
Mothman Stole my Catalytic Converter Tee (Army Green),Mothman Museum,Tourism / Local Attraction,Point Pleasant,WV,25.00,,false,https://shirtmap.com/shirts/mothman-stole-my-catalytic-converter-tee-army-green,2026-07-27
Brown Trout Pattern Tee,Fly Fish Wyoming,Retail,Casper,WY,29.00,,false,https://shirtmap.com/shirts/brown-trout-pattern-tee,2026-08-03
Moose NMWA Unisex Tees,National Museum of Wildlife Art,Tourism / Local Attraction,Jackson,WY,27.99,,false,https://shirtmap.com/shirts/moose-nmwa-unisex-tees,2026-08-03
Sip It and Rip It! T-Shirt,Cowboy Coffee Co.,Coffee Shop,Jackson,WY,29.95,,false,https://shirtmap.com/shirts/sip-it-and-rip-it-t-shirt,2026-07-27
Grey BT Orange Logo,Black Tooth Brewing Company,Brewery / Bar,Sheridan,Wyoming,30.00,35.00,false,https://shirtmap.com/shirts/grey-307-bison-logo-tee,2026-08-03
